NOMBRE DEL PLATILLO|ORIGEN|RENDIMIENTO (PERSONAS)|PREPARACIÓN (MIN)|COCCIÓN (MIN)|REPOSO (MIN)|REFRIGERACIÓN (MIN)|CONGELACIÓN (MIN)|DIFICULTAD|COSTO|INGREDIENTES|TIPO|Epoca|Categoría 
GUACAMOLE CON ELOTE|JALISCO|8|10|0|0|0|0|1|1|AGUACATE, LIMON, AJO, CEBOLLA, CHILE CUARESMEÑO, ELOTE, JITOMATE, EPAZOTE, SAL|GUACAMOLE|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
GUACAMOLE CON GRANADA|CIUDAD DE MEXICO|8|10|0|0|0|0|1|1|AGUACATE, LIMON, CEBOLLA, CHILE SERRANO, GRANADA, HOJA SANTA, SAL|GUACAMOLE|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
GUACAMOLE CON NUEZ|NUEVO LEÓN|8|10|0|0|0|0|1|1|AGUACATE, LIMON, CEBOLLA, CHILE CUARESMEÑO, ALMENDRA, NUEZ, TOMILLO, SAL|GUACAMOLE|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
GUACAMOLE CON SANDIA|GUERRERO|8|10|0|0|0|0|1|1|AGUACATE, NARANJA, CEBOLLA, CHILE SERRANO, SANDIA, ALBAHACA, SAL|GUACAMOLE|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
GUAXMOLE DE MORELOS|MORELOS|12|15|20|0|0|0|1|2|CALDO DE POLLO, CHILE SERRANO, CEBOLLA, JITOMATE, GUAJE, CILANTRO, AGUACATE, SAL|MOLE DE INGREDIENTES FRESCOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
GUAYABAS RELLENAS DE MOUSSE DE GUANABANA|COLIMA|4|40|30|120|0|0|2|2|AZUCAR, VINO BLANCO, CANELA, GUAYABA, AZUCAR, HUEVO, GUANABANA, KIRSCH, CREMA, MANGO, ZAPOTE, MAMEY, FRESA, ZARZAMORA, FRAMBUESA, HIERBABUENA|DULCES Y POSTRES|México Contemporáneo (1940 - Actualidad)|Dulces y postres
GUAYABAS ROSAS EN ALMIBAR|MORELOS|6|5|20|0|0|0|2|1|GUAYABA, MIEL, CANELA, ANIS|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
HA SIKIL P AK|YUCATAN|8|10|0|0|0|0|2|1|CALABAZA, SAL, JITOMATE, CHILE HABANERO, CILANTRO, ALCAPARRA, AGUA|ESPECIALIDADES YUCATECAS|México Prehispánico (Antes de 1521)|Salsas y aderezos
HELADO DE CHOCOLATE DE METATE|VERACRUZ|4|20|30|0|0|480|3|2|LECHE, CANELA, CHOCOLATE DE METATE, HUEVO, AZUCAR, COCOA, VAINILLA, PILONCILLO|DULCES Y POSTRES|México Contemporáneo (1940 - Actualidad)|Dulces y postres
HELADO DE PASTA DE MORELIA|MICHOACAN|8|10|25|0|0|480|3|2|LECHE, CANELA, BICARBONATO DE SODIO, AZUCAR, MIEL, ALMENDRA, CREMA|DULCES Y POSTRES|México Contemporáneo (1940 - Actualidad)|Dulces y postres
HELADO DE XOCONOSTLE CON AZAFRAN Y PIMIENTA GORDA|GUANAJUATO|6|20|30|0|0|480|3|3|LECHE, CREMA, PIMIENTA, AZAFRAN, HUEVO, MAIZ, AZUCAR, VAINILLA, SAL, XOCONOSTLE|DULCES Y POSTRES|México Contemporáneo (1940 - Actualidad)|Dulces y postres
HIGADITOS DE MAYORDOMIA|OAXACA|10|30|120|0|0|0|2|2|GALLINA, CERDO, AZAFRAN, POLLO, TOMATE VERDE, JITOMATE, AJO, CEBOLLA, ACEITE DE MAIZ, HUEVO, SALSA PICANTE, SAL|ENTRADA|Conquista y Virreinato (1521 – 1821)|Dulces y postres
HIGADO ENCEBOLLADO|CIUDAD DE MEXICO|4|15|15|30|0|0|1|1|LECHE, RES, ACEITE, CEBOLLA, AJO, JITOMATE, CHILE SERRANO, SAL, PIMIENTA, TORTILLA DE MAIZ|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes
HUACHINANGO A LA VERACRUZANA|VERACRUZ|6|5|20|15|0|0|2|3|HUACHINANGO, LIMON, SALSA VERACRUZANA, SAL, PIMIENTA|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
HUARACHES CON CUITLACOCHE|CIUDAD DE MEXICO|6|10|10|0|0|0|1|1|ACEITE, CUITLACOCHE, CHAMPIÑONES, TOMILLO, MAIZ, QUESO DE RANCHO, SAL|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos
HUATAPE TAMAULIPECO|TAMAULIPAS|12|25|30|0|0|0|1|2|CHILE SERRANO, AJO, CEBOLLA, TOMATE VERDE, LECHUGA, EPAZOTE, AGUACATE, CLAVO, CALDO DE POLLO, CERDO, MASA DE MAIZ, SAL|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos
HUATAPE VERACRUZANO|VERACRUZ|12|20|30|0|0|0|1|2|CHILE CHIPOTLE, CHILE GUAJILLO, AJO, EPAZOTE, CALDO DE POLLO, MASA DE MAIZ, SAL|MOLE ESPESADO CON MAIZ|México Prehispánico (Antes de 1521)|Sopas y caldos
HUAZONTLES CAPEADOS|ESTADO DE MEXICO|8|30|50|0|0|0|2|2|HAZONTLE, ARROZ, QUESO, HUEVO, TRIGO, ACEITE, JITOMATE, AJO, CEBOLLA, CHILE SERRANO|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Vegetariano
HUEVOS AL ACUYO|VERACRUZ|1|5|7|0|0|0|2|1|ACUYO, ACEITE, HUEVO, SAL, PIMIENTA, FRIJOL, CEBOLLA, CHILE DE ARBOL|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos
HUEVOS CON CIRUELAS|GUERRERO|4|10|15|0|0|0|1|1|CHILE GUAJILLO, AJO, JITOMATE, AGUA, ACEITE, CIRUELA AMARILLA, EPAZOTE, HUEVO, SAL|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos
HUEVOS DIVORCIADOS|CIUDAD DE MEXICO|1|5|10|0|0|0|1|1|ACEITE, HUEVO, JITOMATE, TOMATE, FRIJOL|DESAYUNO|Revolución Mexicana (1910 - 1940)|Desayunos
HUEVOS EN CAZUELA|CIUDAD DE MEXICO|1|5|5|0|0|0|1|1|CHILE CHIPOTLE, ACEITE DE OLIVA, AJO, CEBOLLA, HUEVO, YOGURT, SAL|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos
HUEVOS EN SALSA|CIUDAD DE MEXICO|6|10|15|0|0|0|1|1|JITOMATE, CHILE VERDE, AGUA, HUEVO, ACEITE, EPAZOTE, SAL, PIMIENTA|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos
HUEVOS REALES|OAXACA|8|20|45|0|0|0|2|2|HUEVO, MANTEQUILLA, AZUCAR, CANELA, ALMENDRA, PASA, JEREZ|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
ISHUAJES DE ELOTE|GUERRERO|8|40|60|0|0|0|1|1|ELOTE, HARINA, SAL, BICARBONATO DE SODIO, CERDO|DULCES Y POSTRES|México Prehispánico (Antes de 1521)|Antojitos
ISLA FLOTANTE CON SALSA DE VAINILLA|CAMPECHE|10|30|85|140|0|0|3|2|AZUCAR, HUEVO, MAIZ, VAINILLA, LECHE, FRUTA|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres
JAHUACATAS|MICHOACAN|20|30|60|0|0|0|3|2|MASA DE MAIZ, FRIJOL, CAÑA DE MAIZ|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Panes y masas
JAIBAS SUAVES EMPEPITADAS|VERACRUZ|8|20|20|0|0|0|3|3|JAIBA, QUESO MANCHEGO, HARINA, HUEVO, CALABAZA, ACEITE, MANTEQUILLA, CALABAZA, CREMA, AZAFRAN, FRIJOL|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
JAMONCILLO DE PIÑONES|PUEBLA|10|20|45|0|0|0|2|3|LECHE, BICARBONATO DE SODIO, CANELA, AZUCAR, PIÑON|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
JERICALLA|JALISCO|8|25|40|0|0|0|2|2|HUEVO, LECHE, AZUCAR, VAINILLA, ALMENDRA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
JOROCH|QUINTANA ROO|4|15|35|0|0|0|1|1|CALABAZA, CHILE ANCHO, MAIZ, SAL|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos
LANGOSTINOS AL CHILE COMAPEÑO|COLIMA|2|15|13|0|0|0|3|3|ACEITE DE OLIVA, CHILE COMAPEÑO, PIÑA, HOJA SANTA, GERMEN DE TRIGO, LANGOSTINO, SAL, PIMIENTA, LECHUGA|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
LANGOSTINOS ENTEQUILADOS CON SALSA DE CHILE CORA|JALISCO|4|15|20|180|0|0|2|3|LANGOSTINO, CHILE CORA, AJO, CEBOLLA, OREGANO, NARANJA, AZUCAR, VINAGRE DE CAÑA, ACEITE DE OLIVA, TEQUILA, JITOMATE, SAL, ARROZ BLANCO|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos
LONCHES COMPUESTOS|NUEVO LEON|6|20|0|0|0|0|1|1|TELERA, MAYONESA, AGUACATE, JAMON DE PIERNA, QUESO, CEBOLLA, JITOMATE, CHILE EN ESCABECHE|GUARNICIONES|Revolución Mexicana (1910 - 1940)|Antojitos
MAC CUM DE ROBALO|QUINTANA ROO|6|20|25|60|0|0|1|3|RECAUDO COLORADO, VINAGRE BLANCO, ROBALO, ACEITE, JITOMATE, CEBOLLA, PIMIENTO MORRON, LAUREL, PEREJIL, NUEZ MOSCADA, SAL|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Prehispánico (Antes de 1521)|Pescados y mariscos
MACHACA DE HUEVO|NUEVO LEON|6|10|15|0|0|0|1|2|ACEITE, CEBOLLA, AJO, CHILE VERDE, JITOMATE, MACHACA, HUEVO, AGUA, COMINO, SAL, FRIJOL, TORTILLAS DE HARINA|DESAYUNO|Revolución Mexicana (1910 - 1940)|Desayunos
MANCHAMANTELES POBLANO|PUEBLA|16|45|90|0|0|0|3|3|CERDO, CHILE ANCHO, TOMILLO, LAUREL, MEJORANA, OREGANO, ALMENDRA, AJO, CEBOLLA, JITOMATE, MANZANA, PERA, PIÑA, CANELA, CLAVO, NUEZ MOSCADA, PIMIENTA, VINAGRE DE MANZANA, CALDO DE POLLO, AZUCAR, SAL|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MANITAS DE CERDO EN ESCABECHE|CIUDAD DE MEXICO|6|20|60|60|0|0|1|1|CERDO, ACEITE DE OLIVA, CEBOLLA, ZANAHORIA, COLIFLOR, CHILE CUARESMEÑO, TOMILLO, MEJORANA, LAUREL, OREGANO, VINAGRE BLANCO, SAL, PIMIENTA|ENTRADA|Conquista y Virreinato (1521 – 1821)|Carnes
MANTECADAS|CIUDAD DE MEXICO|12|30|30|5|0|0|1|1|LEVADURA, HARINA DE TRIGO, POLVO PARA HORNEAR, HUEVO, NARANJA, AZUCAR, ACEITE DE MAIZ, LECHE|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Panes y masas
MASA FRESCA PARA BOLILLO Y TELERA|CIUDAD DE MEXICO|40|15|0|0|0|0|2|1|HARINA DE TRIGO, LEVADURA, AGUA, SAL|PANES Y GALLETAS|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas
MASA MADRE PARA BOLILLO Y TELERA|CIUDAD DE MEXICO|40|15|0|120|0|0|2|1|HARINA DE TRIGO, LEVADURA, AGUA, ACEITE|PANES Y GALLETAS|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas
MEDALLONES DE CALLO DE HACHA EN CALDILLO|JALISCO|8|15|15|5|0|0|1|3|LIMON, ACEITE DE OLIVA, HACHA, GUAJE, CALDO CORTO|ENTRADA|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos
MELONES DE ALMENDRA RELLENOS DE MAMEY|VERACRUZ|6|90|40|0|0|0|3|3|ALMENDRA, GLUCOSA, AZUCAR, MAMEY, MIEL, CANELA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
MENUDO MICHOACANO EN CHILE COLORADO|MICHOACAN|16|15|45|0|0|0|3|2|CHILE PASILLA, AJO, CEBOLLA, CALDO DE POLLO, SAL, LIMON, OREGANO|MOLE DE CUCHARA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos
MENUDO NORTEÑO|COAHUILA|10|20|120|0|0|0|2|2|RES, AJO, CEBOLLA, MENUDO, MAIZ CACAHUACINTLE, SAL, CEBOLLA, CILANTRO, CHILE PIQUIN, OREGANO, LIMON|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos
MERENGUES|PUEBLA|10|15|180|45|0|0|2|1|HUEVO, AZUCAR, LIMON|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
MERMELADA DE XOCONOSTLE|GUANAJUATO|24|10|45|45|0|0|1|1|XOCONOSTLE, AZUCAR|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
MEXTLAPIQUES|ESTADO DE MEXICO|9|30|20|0|0|0|2|2|MAIZ, EPAZOTE, MOJARRA, SAL, SALSA DE TOMATE|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Prehispánico (Antes de 1521)|Platos fuertes
MICHMOLE|XOCHIMILCO|6|10|45|0|0|0|2|3|CEBOLLA, CARPA, ACOCIL, TOMATE VERDE, CHILE CUARESMEÑO, MASA DE MAIZ, CERDO, EPAZOTE, ACELGA, NOPAL, SAL|MOLE DE PIPIAN|México Prehispánico (Antes de 1521)|Pescados y mariscos
MINILLA DE JUREL AL ESTILO ALVARADO|VERACRUZ|6|20|35|0|0|0|2|2|JUREL, TOMILLO, MEJORANA, LAUREL, CEBOLLA, JITOMATE, CHILE ANCHO, ACEITE, CHILE VERDE, ALCAPARRA, CILANTRO, SAL|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
MIXIOTES DE HONGOS|ESTADO DE MEXICO|6|25|16|0|0|0|1|1|CHILE PASILLA, PULQUE BLANCO, HONGO, MIXIOTE, AJO, EPAZOTE, CHILE SERRANO, ACEITE DE MAIZ, SAL|PLATOS PRINCIPALES CON VERDURAS|México Contemporáneo (1940 - Actualidad)|Vegetariano
MOLE AMARILLO|OAXACA|16|25|60|0|0|0|3|2|MASA DE MAIZ, CERDO, CERDO, SAL, CHILE CHILHUACLE, TOMATE VERDE, JITOMATE, AJO, CLAVO, CANELA, PIMIENTA, OREGANO, HOJA SANTA, MANTECA, CALDO DE POLLO, SAL|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE AROMAS GUERRENSE|GUERRERO|16|20|45|0|0|0|3|3|CHILE GUAJILLO, AJO, CEBOLLA, TOMATE VERDE, CANELA, CLAVO, PIMIENTA, CERDO, CALDO DE POLLO, SAL|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE COLORADITO|OAXACA|16|20|50|0|0|0|2|2|CHILE ANCHO, CHILE CHILCOSTLE, CEBOLLA, AJO, JITOMATE, AJONJOLI, CANELA, PIMIENTA, OREGANO, CERDO, CALDO DE POLLO, CHOCOLATE, AZUCAR, SAL|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE HIERBABUENA POBLANO|PUEBLA|12|15|30|0|0|0|1|2|CHILE GUAJILLO, CALDO DE POLLO, CERDO, JITOMATE, HIERBABUENA, SAL|MOLE DE INGREDIENTES FRESCOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE MORELIA|MICHOACAN|24|45|90|0|0|0|3|3|CERDO, CHILE MULATO, CHILE PASILLA, AJONJOLI, ALMENDRA, NUEZ, PASA, CEBOLLA, JITOMATE, XOCONOSTLE, CLAVO, COMINO, JENGIBRE, PIMIENTA, CALDO DE GUAJOLOTE, CHOCOLATE, BOLILLO, TORTILLA, SAL|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE NOVIA|CIUDAD DE MEXICO|12|30|120|10|0|0|3|3|AGUACATE, CEBOLLA, MANTEQUILLA, CODORNIZ, NARANJA, CALDO DE POLLO, SAL, PIMIENTA, AJO, CHILE GUERO, CHILE CHIPOTLE, PORO, ANIS, JEREZ, AJONJOLI, ALMENDRA, PIÑON, CALDO DE AVE, PULQUE DE COCO, PULQUE AVENA, COCO, UVA VERDE, ZANAHORIA, CILANTRO|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE OLLA|SAN LUIS POTOSI|8|15|90|0|0|0|2|2|CHILE ANCHO, CEBOLLA, AJO, XOCONOSTLE, ACEITE DE MAIZ, RES, CERDO, CALDO DE RES, CALABAZA, ELOTE, EPAZOTE, SAL, CILANTRO|MOLE DE CUCHARA|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE OLLA VEGETARIANO DEL ESTADO DE MEXICO|ESTADO DE MEXICO|16|25|45|0|0|0|3|2|CHILE ANCHO, AJO, CEBOLLA, JITOMATE, CALDO DE POLLO, CALABAZA, CHAYOTE, CHICHARO, EJOTE, ELOTE, EPAZOTE, SAL, ACEITE, AGUACATE, LIMON|MOLE DE CUCHARA|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE PANCITA|QUERETARO|4|15|50|0|0|0|2|2|RES, CENIZA, CHILE MULATO, AJO, PIMIENTA, BOLILLO, CERDO, GARBANZO, SAL, CEBOLLA, LIMON, OREGANO|MOLE DE CUCHARA|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE QUERETARO|QUERETARO|16|45|90|0|0|0|3|3|CERDO, CHILE ANCHO, CHILE PASILLA, MEJORANA, ALMENDRA, CACAHUATE, NUEZ, PASA, AJO, CEBOLLA, JITOMATE, TOMATE VERDE, CLAVO, COMINO, PIMIENTA, CALDO DE POLLO, CHOCOLATE, BOLILLO, TORTILLA, SAL|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE DE XICO|VERACRUZ|24|45|90|0|0|0|3|3|CERDO, CHILE MULATO, CHILE ANCHO, CHILE PASILLA, AJONJOLI, ALMENDRA, AVELLANA, NUEZ, PIÑON, PASA, CIRUELA, CEBOLLA, JITOMATE, XOCONOSTLE, PLATANO MACHO, CLAVO, ANIS, CANELA, PIMIENTA, CALDO DE POLLO, CHOCOLATE, PILONCILLO, BOLILLO, TORTILLA, SAL|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE ESTILO MORELOS|MORELOS|16|20|45|0|0|0|3|3|CHILE ANCHO, CHILE MULATO, CHILE PASILLA, AJO, CEBOLLA, TOMATE VERDE, XOCONOSTLE, CERDO, CALDO DE POLLO, TORTILLA DE MAIZ, SAL|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE NEGRO|OAXACA|24|80|105|0|0|0|3|3|CHILE CHILHUACLE, CHILE MULATO, CHILE PASILLA, CERDO, ALMENDRA, NUEZ, CACAHUATE, CALABAZA, TOMILLO, OREGANO, MEJORANA, AGUACATE, TOMATE VERDE, JITOMATE, AJO, CEBOLLA, CLAVO, PIMIENTA, COMINO, ANIS, CANELA, CALDO DE POLLO, TORTILLA, CHOCOLATE, PAN, SAL, AZUCAR|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE PICO DE DAMAS DE GUANAJUATO|GUANAJUATO|24|30|55|0|0|0|3|3|CHILE ANCHO, CHILE MULATO, TOMATE VERDE, AJONJOLI, ALMENDRA, CALABAZA, CLAVO, JENGIBRE, PIMIENTA, EPAZOTE, CERDO, CALDO DE POLLO, CHOCOLATE, BOLILLO, SAL|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE POBLANO|PUEBLA|16|30|60|0|0|0|2|2|CERDO, CHILE MULATO, CHILE ANCHO, CHILE PASILLA, CHILE CHIPOTLE, ROMERO, TOMILLO, PASA, AJONJOLI, CACAHUATE, ALMENDRA, CALABAZA, TORTILLA, BOLILLO, TOMATE VERDE, JITOMATE, AJO, ANIS, CILANTRO, PIMIENTA, CLAVO, CANELA, CALDO DE GUAJOLOTE, CHOCOLATE, SAL, GUAJOLOTE|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE ROSA|PUEBLA|16|45|90|0|0|0|3|3|MANTEQUILLA, CHILE CHIPOTLE, HOJA SANTA, LAUREL, MEJORANA, TOMILLO, AJONJOLI, ALMENDRA, PIÑON, BETABEL, AJO, CEBOLLA, CANELA, ANIS, CLAVO, COMINO, PIMIENTA, PULQUE BLANCO, MEZCAL, CHILE CHIPOTLE, POLLO, CHOCOLATE, SAL|MOLE ESPECIAL|México Contemporáneo (1940 - Actualidad)|Moles y adobos
MOLE SENCILLO|GUANAJUATO|8|20|60|0|0|0|1|2|CHILE ANCHO, ALMENDRA, PASA, BOLILLO, JITOMATE, CEBOLLA, AJONJOLI, CALDO DE POLLO, ACEITE, SAL|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE SENCILLO DEL BAJIO|QUERÉTARO|16|20|50|0|0|0|3|3|CHILE ANCHO, CEBOLLA, JITOMATE, AJONJOLI, ALMENDRA, PASA, CERDO, CALDO DE POLLO, BOLILLO, SAL|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE SENCILLO POBLANO|PUEBLA|16|30|50|0|0|0|3|3|CHILE ANCHO, CHILE CHIPOTLE, CHILE MULATO, AJO, JITOMATE, AJONJOLI, ANIS, CANELA, CLAVO, PIMIENTA, CERDO, CALDO DE POLLO, SAL|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE VERDE|OAXACA|16|15|30|0|0|0|2|2|CALABAZA, AJONJOLI, AGUA, CERDO, AJO, TOMATE VERDE, CHILE DE AGUA, CLAVO, PIMIENTA, EPAZOTE, PEREJIL, CILANTRO, HOJA SANTA, SAL|MOLE DE INGREDIENTES FRESCOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE VERDE CON VERDURAS|MICHOACAN|10|30|120|0|0|0|3|2|POLLO, CALABAZA, BOLILLO, CALDO DE POLLO, ACEITE, CEBOLLA, AJO, TOMATE VERDE, CHILE SERRANO, RABANO, LECHUGA, CHILE POBLANO, EPAZOTE, CILANTRO, HOJA SANTA, SAL, PIMIENTA, PAPA, HABA, CHICHARO, EJOTE|MOLE DE INGREDIENTES FRESCOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE VERDE DE LA CIUDAD DE MEXICO|CIUDAD DE MEXICO|12|15|30|0|0|0|1|2|AJONJOLI, ALMENDRAS, CACAHUATE, CALABAZA, CALDO DE AVE, ACEITE, CHILE SERRANO, AJO, CEBOLLA, TOMATE VERDE, LECHUGA, PLATANO MACHO, RABANO, CANELA, COMINO, PIMIENTA, CILANTRO, EPAZOTE, AGUACATE, OREGANO, SAL|MOLE DE INGREDIENTES FRESCOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLE VERDE QUERETANO|QUERETARO|12|15|25|0|0|0|1|2|PASA, AJONJOLI, ALMENDRA, CACAHUATE, BOLILLO, TORTILLA, CALDO DE POLLO, ANIS, ACEITE, CHILE POBLANO, TOMATE VERDE, LECHUGA, PLATANO MACHO, CANELA, NABO, PEREJIL, SAL|MOLE DE INGREDIENTES FRESCOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
MOLLETES|CIUDAD DE MEXICO|4|10|10|0|0|0|1|1|CHORIZO, BOLILLO, FRIJOL NEGRO, QUESO MANCHEGO, PICO DE GALLO|DESAYUNO|Conquista y Virreinato (1521 – 1821)|Desayunos
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|CERDO, AJO, CEBOLLA, POLLO, MASA DE MAIZ, JITOMATE, EPAZOTE, SAL, ACHIOTE, NARANJA, AJO, OREGANO, CLAVO, PIMIENTA, COMINO, CHILE SECO, CALDO DE CERDO Y POLLO, PLATANO|TAMALES DE MASA CERNIDA|Conquista y Virreinato (1521 – 1821)|Tamales
NATILLA CON PETALOS DE ROSA Y MIEL DE AGAVE|GUANAJUATO|8|10|15|300|0|0|1|2|HUEVO, AZUCAR, PETALOS DE ROSA, LECHE, AGUA DE ROSAS, MIEL, VAINILLA, MAIZ, AGUA|DULCES Y POSTRES|México Contemporáneo (1940 - Actualidad)|Dulces y postres
NICUATOLE|GUANAJUATO|8|10|30|0|0|0|1|1|PILONCILLO, LIMA, MAIZ|DULCES Y POSTRES|México Prehispánico (Antes de 1521)|Dulces y postres
NOPALITOS AL PASTOR|TAMAULIPAS|6|10|10|0|0|0|1|2|NOPAL, QUESO AÑEJO, CAMARON, CHILE VERDE, JITOMATE, OREGANO, LIMON, SAL|GUARNICIONES|México Contemporáneo (1940 - Actualidad)|Vegetariano
NOPALITOS EN ALMIBAR|CIUDAD DE MEXICO|8|10|20|0|0|0|1|1|AZUCAR, NOPAL, TEQUESQUITE, HIGUERA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
OMELETTE DE FLOR DE CALABAZA|CIUDAD DE MEXICO|1|10|10|0|0|0|1|1|HUEVO, MANTEQUILLA, ACEITE, CALABAZA, SAL, PIMIENTA|DESAYUNO|Influencia europea / Porfiriato (1821 - 1910)|Desayunos
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|NARANJA, JENGIBRE, SALSA DE SOYA, VINAGRE DE ARROZ, CHILE JALAPEÑO, LIMON, OSTION, MANTEQUILLA, TORONJA, SAL, SALICORNIA, COSTILLA DE RES|ENTRADA|México Prehispánico (Antes de 1521)|Pescados y mariscos
OSTIONES GRATINADOS A LA RANCHERA|NAYARIT|8|45|15|0|0|0|3|3|OSTION, MANTEQUILLA, ACEITE, CEBOLLA, JITOMATE, CILANTRO, CHILE SERRANO, AGUACATE, QUESO MANCHEGO, SAL, PIMIENTA|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos
OSTIONES HUARACHE CON PICO DE GALLO DE XOCONOSTLE Y SALICORNIAS|BAJA CALIFORNIA|6|10|0|0|0|0|2|3|SALICORNIA, OSTION HUARACHE, PICO DE GALLO, XOCONOSTLE, AGUA, SAL|ENTRADA|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos
PACHOLAS|ZACATECAS|8|30|20|60|0|0|2|2|AGUAYON, CERDO, CHILE CHIPOTLE, GALLETA SALADA, LECHE, LONGANIZA, FRIJOL, CEBOLLA, AJO, NUEZ MOSCADA, ACEITE, SAL, PIMIENTA, LECHUGA, SALSA PICANTE|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes
PAN DE CAJA|CIUDAD DE MEXICO|10|30|30|0|0|0|2|1|LEVADURA, HARINA DE TRIGO, SAL, AZUCAR, MANTECA|PANES Y GALLETAS|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas
